alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL0983,CL0026,Outbreak_Warning,DIS006,Critical,Geospatial cluster detected: 34 cases within 5km radius,2022-02-26,True
AL0984,CL0044,Low_Stock,DRG071,Critical,Current stock 40 < Buffer 61,2021-02-28,True
AL0985,CL0001,Outbreak_Warning,DIS021,Medium,Geospatial cluster detected: 38 cases within 5km radius,2023-02-05,False
AL0986,CL0031,Outbreak_Warning,DIS027,Medium,Geospatial cluster detected: 49 cases within 5km radius,2023-08-23,False
AL0987,CL0035,Disease_Spike,DIS003,Medium,Cases increased 366% in 72 hours,2022-08-09,True
AL0988,CL0043,Low_Stock,DRG078,Medium,Current stock 6 < Buffer 90,2024-08-21,True
AL0989,CL0017,Disease_Spike,DIS049,High,Cases increased 381% in 72 hours,2022-12-24,True
AL0990,CL0039,Low_Stock,DRG015,Medium,Current stock 19 < Buffer 86,2024-01-26,True
AL0991,CL0020,Low_Stock,DRG023,Medium,Current stock 48 < Buffer 66,2025-12-28,True
AL0992,CL0021,Low_Stock,DRG001,High,Current stock 18 < Buffer 138,2023-01-22,True
AL0993,CL0019,Disease_Spike,DIS043,Critical,Cases increased 295% in 24 hours,2024-08-15,True
AL0994,CL0035,Low_Stock,DRG076,High,Current stock 44 < Buffer 96,2023-01-25,False
AL0995,CL0001,Outbreak_Warning,DIS037,High,Geospatial cluster detected: 21 cases within 5km radius,2022-01-13,True
AL0996,CL0017,Outbreak_Warning,DIS043,Critical,Geospatial cluster detected: 29 cases within 5km radius,2025-01-25,True
AL0997,CL0008,Outbreak_Warning,DIS014,Medium,Geospatial cluster detected: 49 cases within 5km radius,2025-12-02,True
AL0998,CL0010,Outbreak_Warning,DIS018,Medium,Geospatial cluster detected: 25 cases within 5km radius,2022-04-07,True
AL0999,CL0045,Low_Stock,DRG010,Critical,Current stock 22 < Buffer 93,2023-06-15,True
AL1000,CL0036,Disease_Spike,DIS005,Medium,Cases increased 276% in 24 hours,2023-08-08,True
AL1001,CL0043,Low_Stock,DRG087,High,Current stock 21 < Buffer 101,2025-06-13,True
AL1002,CL0030,Disease_Spike,DIS022,High,Cases increased 373% in 48 hours,2025-08-03,True
AL1003,CL0049,Outbreak_Warning,DIS031,Medium,Geospatial cluster detected: 18 cases within 5km radius,2022-07-04,True
AL1004,CL0005,Outbreak_Warning,DIS028,Medium,Geospatial cluster detected: 49 cases within 5km radius,2021-08-25,True
AL1005,CL0024,Outbreak_Warning,DIS012,Critical,Geospatial cluster detected: 45 cases within 5km radius,2022-02-17,True
AL1006,CL0040,Disease_Spike,DIS023,High,Cases increased 238% in 24 hours,2025-08-04,True
AL1007,CL0048,Low_Stock,DRG025,High,Current stock 22 < Buffer 79,2024-06-19,True
AL1008,CL0040,Outbreak_Warning,DIS048,Critical,Geospatial cluster detected: 18 cases within 5km radius,2022-05-07,True
AL1009,CL0026,Disease_Spike,DIS007,Critical,Cases increased 374% in 72 hours,2024-09-17,True
AL1010,CL0045,Disease_Spike,DIS024,Critical,Cases increased 422% in 48 hours,2025-12-20,True
AL1011,CL0037,Disease_Spike,DIS014,Medium,Cases increased 267% in 24 hours,2021-07-12,True
AL1012,CL0004,Outbreak_Warning,DIS013,Medium,Geospatial cluster detected: 19 cases within 5km radius,2022-02-08,True
AL1013,CL0016,Outbreak_Warning,DIS014,Critical,Geospatial cluster detected: 15 cases within 5km radius,2023-06-04,True
AL1014,CL0034,Low_Stock,DRG096,High,Current stock 20 < Buffer 146,2023-06-02,False
AL1015,CL0007,Low_Stock,DRG064,High,Current stock 29 < Buffer 135,2022-11-14,True
AL1016,CL0025,Low_Stock,DRG094,High,Current stock 45 < Buffer 73,2024-12-05,True
AL1017,CL0038,Outbreak_Warning,DIS023,Medium,Geospatial cluster detected: 28 cases within 5km radius,2021-02-23,True
AL1018,CL0040,Disease_Spike,DIS019,High,Cases increased 249% in 48 hours,2025-09-08,True
AL1019,CL0002,Low_Stock,DRG074,Critical,Current stock 37 < Buffer 113,2023-05-14,True
AL1020,CL0018,Disease_Spike,DIS040,Critical,Cases increased 273% in 24 hours,2024-07-12,False
AL1021,CL0037,Disease_Spike,DIS046,Medium,Cases increased 267% in 24 hours,2025-01-20,True
AL1022,CL0024,Low_Stock,DRG044,High,Current stock 40 < Buffer 96,2025-06-06,True
AL1023,CL0036,Low_Stock,DRG072,Critical,Current stock 18 < Buffer 74,2022-07-21,True
AL1024,CL0003,Low_Stock,DRG012,High,Current stock 11 < Buffer 94,2022-11-15,True
AL1025,CL0003,Disease_Spike,DIS023,Medium,Cases increased 150% in 72 hours,2022-07-19,True
AL1026,CL0025,Disease_Spike,DIS010,High,Cases increased 302% in 48 hours,2022-11-01,False
AL1027,CL0022,Outbreak_Warning,DIS043,High,Geospatial cluster detected: 23 cases within 5km radius,2021-02-14,True
AL1028,CL0047,Disease_Spike,DIS003,Medium,Cases increased 326% in 24 hours,2025-11-18,True
AL1029,CL0044,Disease_Spike,DIS002,Medium,Cases increased 306% in 72 hours,2023-08-05,False
AL1030,CL0027,Disease_Spike,DIS017,High,Cases increased 224% in 24 hours,2022-02-03,True
AL1031,CL0023,Low_Stock,DRG016,Critical,Current stock 25 < Buffer 85,2025-12-14,True
AL1032,CL0042,Outbreak_Warning,DIS034,Medium,Geospatial cluster detected: 41 cases within 5km radius,2022-01-18,True
AL1033,CL0047,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 50 cases within 5km radius,2022-04-19,True
AL1034,CL0016,Disease_Spike,DIS035,Critical,Cases increased 326% in 72 hours,2021-07-11,False
AL1035,CL0028,Disease_Spike,DIS033,Medium,Cases increased 341% in 48 hours,2022-07-15,True
AL1036,CL0048,Disease_Spike,DIS004,Critical,Cases increased 244% in 72 hours,2024-07-08,True
AL1037,CL0031,Low_Stock,DRG012,Critical,Current stock 48 < Buffer 67,2022-07-08,True
AL1038,CL0008,Low_Stock,DRG012,Critical,Current stock 20 < Buffer 78,2021-06-24,True
AL1039,CL0021,Outbreak_Warning,DIS016,High,Geospatial cluster detected: 46 cases within 5km radius,2023-09-11,True
AL1040,CL0023,Low_Stock,DRG047,High,Current stock 11 < Buffer 76,2024-02-13,True
AL1041,CL0011,Disease_Spike,DIS034,Critical,Cases increased 322% in 72 hours,2025-04-27,True
AL1042,CL0013,Disease_Spike,DIS007,Critical,Cases increased 189% in 48 hours,2021-05-07,True
AL1043,CL0044,Outbreak_Warning,DIS037,Medium,Geospatial cluster detected: 15 cases within 5km radius,2024-08-09,True
AL1044,CL0034,Low_Stock,DRG052,Critical,Current stock 32 < Buffer 144,2023-05-14,True
AL1045,CL0028,Outbreak_Warning,DIS038,Medium,Geospatial cluster detected: 10 cases within 5km radius,2022-02-18,False
AL1046,CL0015,Low_Stock,DRG009,Medium,Current stock 15 < Buffer 61,2024-01-07,True
AL1047,CL0004,Low_Stock,DRG030,High,Current stock 15 < Buffer 64,2023-03-08,True
AL1048,CL0004,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 17 cases within 5km radius,2023-07-26,True
AL1049,CL0026,Low_Stock,DRG030,High,Current stock 27 < Buffer 126,2022-12-10,True
AL1050,CL0031,Outbreak_Warning,DIS007,High,Geospatial cluster detected: 15 cases within 5km radius,2021-12-09,True
AL1051,CL0023,Outbreak_Warning,DIS010,Critical,Geospatial cluster detected: 13 cases within 5km radius,2025-12-12,True
AL1052,CL0023,Low_Stock,DRG036,Medium,Current stock 19 < Buffer 61,2024-08-28,True
AL1053,CL0003,Outbreak_Warning,DIS044,Medium,Geospatial cluster detected: 19 cases within 5km radius,2025-04-11,True
AL1054,CL0011,Outbreak_Warning,DIS036,Medium,Geospatial cluster detected: 19 cases within 5km radius,2024-01-06,True
AL1055,CL0039,Disease_Spike,DIS048,Medium,Cases increased 276% in 48 hours,2023-06-25,True
AL1056,CL0049,Outbreak_Warning,DIS006,High,Geospatial cluster detected: 39 cases within 5km radius,2021-08-18,False
AL1057,CL0006,Low_Stock,DRG082,Critical,Current stock 14 < Buffer 83,2023-06-07,True
AL1058,CL0031,Disease_Spike,DIS018,High,Cases increased 213% in 72 hours,2025-12-26,False
AL1059,CL0002,Outbreak_Warning,DIS046,Critical,Geospatial cluster detected: 22 cases within 5km radius,2023-05-19,True
AL1060,CL0024,Disease_Spike,DIS009,Critical,Cases increased 439% in 72 hours,2022-06-07,True
AL1061,CL0009,Disease_Spike,DIS044,Medium,Cases increased 373% in 72 hours,2025-08-11,True
AL1062,CL0039,Outbreak_Warning,DIS044,High,Geospatial cluster detected: 22 cases within 5km radius,2024-05-05,True
AL1063,CL0049,Outbreak_Warning,DIS010,High,Geospatial cluster detected: 29 cases within 5km radius,2023-02-27,True
AL1064,CL0048,Low_Stock,DRG047,High,Current stock 7 < Buffer 72,2024-03-07,True
AL1065,CL0037,Disease_Spike,DIS046,Critical,Cases increased 367% in 72 hours,2024-08-25,True
AL1066,CL0032,Disease_Spike,DIS020,High,Cases increased 409% in 24 hours,2022-04-15,True
AL1067,CL0030,Disease_Spike,DIS033,Critical,Cases increased 154% in 48 hours,2023-07-17,True
AL1068,CL0045,Outbreak_Warning,DIS042,High,Geospatial cluster detected: 21 cases within 5km radius,2021-07-24,True
AL1069,CL0029,Disease_Spike,DIS047,Medium,Cases increased 325% in 24 hours,2021-06-25,True
AL1070,CL0028,Low_Stock,DRG061,Critical,Current stock 33 < Buffer 103,2025-05-10,True
AL1071,CL0045,Low_Stock,DRG035,Medium,Current stock 35 < Buffer 62,2025-02-24,True
AL1072,CL0020,Low_Stock,DRG097,Medium,Current stock 22 < Buffer 85,2022-01-20,True
AL1073,CL0040,Low_Stock,DRG065,High,Current stock 27 < Buffer 63,2024-04-08,True
AL1074,CL0009,Low_Stock,DRG088,Critical,Current stock 48 < Buffer 63,2024-04-28,True
AL1075,CL0045,Outbreak_Warning,DIS003,High,Geospatial cluster detected: 44 cases within 5km radius,2022-01-04,True
AL1076,CL0020,Low_Stock,DRG058,High,Current stock 20 < Buffer 89,2022-08-05,True
AL1077,CL0049,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 30 cases within 5km radius,2023-08-10,False
AL1078,CL0014,Disease_Spike,DIS002,Critical,Cases increased 280% in 72 hours,2024-02-11,True
AL1079,CL0042,Low_Stock,DRG064,Critical,Current stock 10 < Buffer 65,2025-02-23,True
AL1080,CL0041,Low_Stock,DRG015,High,Current stock 33 < Buffer 63,2021-02-01,True
AL1081,CL0048,Disease_Spike,DIS025,Critical,Cases increased 165% in 72 hours,2022-02-01,True
AL1082,CL0047,Low_Stock,DRG039,High,Current stock 29 < Buffer 93,2024-06-14,True
AL1083,CL0033,Low_Stock,DRG081,High,Current stock 20 < Buffer 120,2023-01-02,True
AL1084,CL0043,Disease_Spike,DIS005,High,Cases increased 192% in 48 hours,2024-06-16,True
AL1085,CL0021,Low_Stock,DRG051,Medium,Current stock 8 < Buffer 119,2021-06-06,True
AL1086,CL0042,Disease_Spike,DIS050,Medium,Cases increased 290% in 72 hours,2021-06-26,True
AL1087,CL0028,Low_Stock,DRG033,High,Current stock 47 < Buffer 128,2024-02-21,True
AL1088,CL0037,Disease_Spike,DIS001,Critical,Cases increased 219% in 72 hours,2025-07-09,True
AL1089,CL0005,Disease_Spike,DIS028,Critical,Cases increased 498% in 24 hours,2025-02-11,True
AL1090,CL0001,Low_Stock,DRG008,Critical,Current stock 43 < Buffer 118,2024-06-23,True
AL1091,CL0024,Disease_Spike,DIS025,Medium,Cases increased 480% in 24 hours,2023-02-04,True
AL1092,CL0029,Outbreak_Warning,DIS039,Medium,Geospatial cluster detected: 20 cases within 5km radius,2022-02-24,True
AL1093,CL0022,Disease_Spike,DIS047,High,Cases increased 477% in 72 hours,2023-08-28,True
AL1094,CL0021,Disease_Spike,DIS041,Critical,Cases increased 189% in 48 hours,2023-08-22,True
AL1095,CL0006,Outbreak_Warning,DIS033,Medium,Geospatial cluster detected: 50 cases within 5km radius,2025-07-27,True
AL1096,CL0039,Disease_Spike,DIS030,Medium,Cases increased 469% in 72 hours,2023-01-03,True
AL1097,CL0006,Outbreak_Warning,DIS028,Critical,Geospatial cluster detected: 19 cases within 5km radius,2025-02-17,True
AL1098,CL0007,Low_Stock,DRG092,Medium,Current stock 40 < Buffer 88,2021-02-18,True
AL1099,CL0031,Disease_Spike,DIS011,High,Cases increased 339% in 24 hours,2025-03-04,True
AL1100,CL0026,Low_Stock,DRG091,Critical,Current stock 41 < Buffer 112,2025-08-05,True
AL1101,CL0039,Low_Stock,DRG098,High,Current stock 44 < Buffer 103,2024-06-07,True
AL1102,CL0034,Outbreak_Warning,DIS035,Medium,Geospatial cluster detected: 18 cases within 5km radius,2023-07-22,False
AL1103,CL0028,Low_Stock,DRG021,Medium,Current stock 41 < Buffer 115,2025-12-20,True
AL1104,CL0006,Outbreak_Warning,DIS030,High,Geospatial cluster detected: 49 cases within 5km radius,2024-08-17,True
AL1105,CL0026,Low_Stock,DRG008,High,Current stock 37 < Buffer 105,2021-11-10,True
AL1106,CL0025,Low_Stock,DRG042,High,Current stock 41 < Buffer 90,2023-01-12,True
AL1107,CL0013,Disease_Spike,DIS013,Medium,Cases increased 335% in 48 hours,2025-08-03,True
AL1108,CL0003,Disease_Spike,DIS050,Medium,Cases increased 468% in 72 hours,2023-12-08,True
AL1109,CL0046,Low_Stock,DRG033,Medium,Current stock 17 < Buffer 67,2023-02-01,True
AL1110,CL0028,Outbreak_Warning,DIS020,Critical,Geospatial cluster detected: 49 cases within 5km radius,2022-03-01,True
AL1111,CL0042,Disease_Spike,DIS010,Critical,Cases increased 361% in 48 hours,2021-02-10,True
AL1112,CL0001,Disease_Spike,DIS013,Medium,Cases increased 466% in 72 hours,2023-08-25,True
AL1113,CL0036,Low_Stock,DRG010,Medium,Current stock 32 < Buffer 139,2023-07-06,True
AL1114,CL0035,Low_Stock,DRG068,Medium,Current stock 21 < Buffer 61,2022-08-23,True
AL1115,CL0008,Disease_Spike,DIS028,High,Cases increased 359% in 48 hours,2021-12-20,True
AL1116,CL0037,Disease_Spike,DIS040,Critical,Cases increased 421% in 48 hours,2025-01-15,True
AL1117,CL0012,Disease_Spike,DIS047,High,Cases increased 442% in 72 hours,2024-03-01,True
AL1118,CL0028,Low_Stock,DRG074,Medium,Current stock 16 < Buffer 71,2022-03-20,True
AL1119,CL0036,Outbreak_Warning,DIS050,Critical,Geospatial cluster detected: 22 cases within 5km radius,2024-06-26,True
AL1120,CL0016,Low_Stock,DRG029,Critical,Current stock 6 < Buffer 71,2023-12-08,True
AL1121,CL0010,Disease_Spike,DIS046,High,Cases increased 187% in 48 hours,2022-02-08,True
AL1122,CL0008,Outbreak_Warning,DIS044,High,Geospatial cluster detected: 20 cases within 5km radius,2025-07-23,False
AL1123,CL0029,Outbreak_Warning,DIS010,Critical,Geospatial cluster detected: 29 cases within 5km radius,2021-07-23,True
AL1124,CL0031,Low_Stock,DRG070,Critical,Current stock 46 < Buffer 63,2024-06-17,True
AL1125,CL0009,Outbreak_Warning,DIS023,Medium,Geospatial cluster detected: 19 cases within 5km radius,2023-06-18,True
AL1126,CL0001,Disease_Spike,DIS036,High,Cases increased 457% in 72 hours,2025-08-12,True
AL1127,CL0049,Low_Stock,DRG026,Medium,Current stock 15 < Buffer 75,2025-08-02,True
AL1128,CL0030,Disease_Spike,DIS007,Critical,Cases increased 412% in 72 hours,2022-12-19,True
AL1129,CL0005,Disease_Spike,DIS005,High,Cases increased 304% in 72 hours,2023-07-22,True
AL1130,CL0023,Disease_Spike,DIS049,Medium,Cases increased 227% in 72 hours,2024-11-26,True
AL1131,CL0002,Low_Stock,DRG095,Medium,Current stock 6 < Buffer 123,2022-05-11,True
AL1132,CL0041,Outbreak_Warning,DIS016,Critical,Geospatial cluster detected: 30 cases within 5km radius,2021-05-16,False
AL1133,CL0004,Disease_Spike,DIS046,Critical,Cases increased 342% in 24 hours,2023-12-16,True
AL1134,CL0003,Disease_Spike,DIS043,Medium,Cases increased 188% in 48 hours,2022-12-23,True
AL1135,CL0041,Outbreak_Warning,DIS019,Medium,Geospatial cluster detected: 46 cases within 5km radius,2021-01-24,True
AL1136,CL0001,Disease_Spike,DIS006,Critical,Cases increased 372% in 24 hours,2023-02-05,True
AL1137,CL0038,Outbreak_Warning,DIS033,High,Geospatial cluster detected: 48 cases within 5km radius,2024-08-27,False
AL1138,CL0050,Disease_Spike,DIS040,High,Cases increased 451% in 24 hours,2023-08-14,False
AL1139,CL0011,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 43 cases within 5km radius,2021-02-23,True
AL1140,CL0041,Disease_Spike,DIS039,Critical,Cases increased 317% in 24 hours,2022-06-28,True
AL1141,CL0014,Disease_Spike,DIS037,Critical,Cases increased 150% in 72 hours,2022-10-10,True
AL1142,CL0013,Low_Stock,DRG046,Critical,Current stock 38 < Buffer 129,2024-02-02,True
AL1143,CL0001,Outbreak_Warning,DIS027,Medium,Geospatial cluster detected: 13 cases within 5km radius,2021-02-14,True
AL1144,CL0010,Outbreak_Warning,DIS035,Medium,Geospatial cluster detected: 33 cases within 5km radius,2023-01-26,True
AL1145,CL0002,Low_Stock,DRG009,High,Current stock 8 < Buffer 124,2025-10-14,True
AL1146,CL0049,Disease_Spike,DIS037,Medium,Cases increased 355% in 24 hours,2025-02-04,True
AL1147,CL0034,Disease_Spike,DIS023,Critical,Cases increased 499% in 72 hours,2022-01-14,True
AL1148,CL0013,Outbreak_Warning,DIS003,Medium,Geospatial cluster detected: 35 cases within 5km radius,2023-08-23,True
AL1149,CL0008,Disease_Spike,DIS010,High,Cases increased 179% in 48 hours,2022-01-02,True
AL1150,CL0005,Outbreak_Warning,DIS034,Medium,Geospatial cluster detected: 21 cases within 5km radius,2024-08-20,True
AL1151,CL0005,Disease_Spike,DIS010,Medium,Cases increased 242% in 48 hours,2024-12-08,False
AL1152,CL0015,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 23 cases within 5km radius,2022-08-23,True
AL1153,CL0026,Outbreak_Warning,DIS050,Critical,Geospatial cluster detected: 50 cases within 5km radius,2025-08-27,False
AL1154,CL0033,Outbreak_Warning,DIS050,Critical,Geospatial cluster detected: 41 cases within 5km radius,2022-01-21,True
AL1155,CL0014,Low_Stock,DRG050,Medium,Current stock 45 < Buffer 112,2024-06-24,True
AL1156,CL0040,Disease_Spike,DIS016,High,Cases increased 410% in 72 hours,2021-04-10,True
AL1157,CL0034,Outbreak_Warning,DIS016,Medium,Geospatial cluster detected: 18 cases within 5km radius,2023-02-07,True
AL1158,CL0043,Disease_Spike,DIS030,Medium,Cases increased 382% in 72 hours,2023-06-28,True
AL1159,CL0029,Disease_Spike,DIS025,Critical,Cases increased 378% in 48 hours,2022-01-27,False
AL1160,CL0022,Disease_Spike,DIS012,High,Cases increased 302% in 72 hours,2024-12-14,True
AL1161,CL0037,Low_Stock,DRG066,Critical,Current stock 23 < Buffer 76,2023-08-18,True
AL1162,CL0002,Disease_Spike,DIS027,Medium,Cases increased 331% in 48 hours,2023-01-21,True
AL1163,CL0046,Disease_Spike,DIS030,Critical,Cases increased 472% in 24 hours,2023-08-12,True
AL1164,CL0045,Outbreak_Warning,DIS013,Medium,Geospatial cluster detected: 27 cases within 5km radius,2025-01-24,True
AL1165,CL0020,Disease_Spike,DIS005,Critical,Cases increased 275% in 24 hours,2025-05-17,True
AL1166,CL0001,Low_Stock,DRG078,Critical,Current stock 17 < Buffer 115,2021-08-18,True
AL1167,CL0001,Disease_Spike,DIS037,Critical,Cases increased 285% in 72 hours,2024-02-07,True
AL1168,CL0038,Disease_Spike,DIS048,Critical,Cases increased 302% in 48 hours,2021-07-01,True
AL1169,CL0036,Outbreak_Warning,DIS018,Critical,Geospatial cluster detected: 23 cases within 5km radius,2024-07-09,True
AL1170,CL0022,Outbreak_Warning,DIS022,Critical,Geospatial cluster detected: 23 cases within 5km radius,2021-02-02,False
AL1171,CL0013,Disease_Spike,DIS015,Critical,Cases increased 382% in 48 hours,2023-07-21,True
AL1172,CL0022,Outbreak_Warning,DIS041,Critical,Geospatial cluster detected: 12 cases within 5km radius,2023-12-13,True
AL1173,CL0011,Outbreak_Warning,DIS049,Critical,Geospatial cluster detected: 40 cases within 5km radius,2024-06-27,True
AL1174,CL0025,Low_Stock,DRG100,High,Current stock 10 < Buffer 123,2024-09-21,True
AL1175,CL0047,Low_Stock,DRG099,High,Current stock 48 < Buffer 105,2023-01-28,True
AL1176,CL0010,Outbreak_Warning,DIS036,Critical,Geospatial cluster detected: 31 cases within 5km radius,2022-08-14,True
AL1177,CL0044,Low_Stock,DRG089,Critical,Current stock 49 < Buffer 120,2021-02-07,False
AL1178,CL0009,Low_Stock,DRG002,Critical,Current stock 46 < Buffer 121,2023-02-02,True
AL1179,CL0020,Disease_Spike,DIS047,Medium,Cases increased 403% in 48 hours,2024-12-15,True
AL1180,CL0010,Outbreak_Warning,DIS042,Medium,Geospatial cluster detected: 19 cases within 5km radius,2022-06-15,False
AL1181,CL0035,Outbreak_Warning,DIS045,Critical,Geospatial cluster detected: 19 cases within 5km radius,2023-12-04,True
AL1182,CL0004,Disease_Spike,DIS008,Critical,Cases increased 479% in 72 hours,2022-06-23,True
AL1183,CL0050,Low_Stock,DRG079,High,Current stock 45 < Buffer 71,2022-06-12,True
AL1184,CL0029,Disease_Spike,DIS006,High,Cases increased 351% in 24 hours,2023-02-11,True
AL1185,CL0026,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 10 cases within 5km radius,2025-06-17,True
AL1186,CL0007,Low_Stock,DRG065,High,Current stock 46 < Buffer 72,2023-07-20,True
AL1187,CL0018,Disease_Spike,DIS021,High,Cases increased 258% in 48 hours,2025-08-02,True
AL1188,CL0006,Low_Stock,DRG014,High,Current stock 29 < Buffer 112,2021-06-18,True
AL1189,CL0016,Low_Stock,DRG091,Medium,Current stock 28 < Buffer 122,2023-03-15,True
AL1190,CL0026,Disease_Spike,DIS015,High,Cases increased 239% in 24 hours,2021-01-10,True
AL1191,CL0012,Disease_Spike,DIS032,Medium,Cases increased 483% in 72 hours,2025-01-02,True
AL1192,CL0012,Disease_Spike,DIS005,Critical,Cases increased 297% in 48 hours,2021-01-27,False
AL1193,CL0027,Disease_Spike,DIS042,Medium,Cases increased 260% in 48 hours,2023-07-19,True
AL1194,CL0017,Low_Stock,DRG064,High,Current stock 12 < Buffer 150,2025-08-02,True
AL1195,CL0028,Disease_Spike,DIS039,High,Cases increased 423% in 24 hours,2024-06-06,True
AL1196,CL0033,Outbreak_Warning,DIS019,Critical,Geospatial cluster detected: 15 cases within 5km radius,2023-07-07,False
AL1197,CL0021,Disease_Spike,DIS033,High,Cases increased 426% in 48 hours,2025-07-21,True
AL1198,CL0044,Disease_Spike,DIS006,High,Cases increased 481% in 24 hours,2025-06-04,True
AL1199,CL0006,Outbreak_Warning,DIS012,Critical,Geospatial cluster detected: 34 cases within 5km radius,2022-02-09,True
AL1200,CL0014,Low_Stock,DRG023,Critical,Current stock 27 < Buffer 64,2023-02-22,True
AL1201,CL0046,Disease_Spike,DIS030,Critical,Cases increased 361% in 48 hours,2024-11-16,True
AL1202,CL0038,Low_Stock,DRG014,Critical,Current stock 37 < Buffer 68,2021-12-03,True
AL1203,CL0022,Low_Stock,DRG088,Critical,Current stock 5 < Buffer 121,2023-12-06,True
AL1204,CL0034,Disease_Spike,DIS047,Medium,Cases increased 358% in 48 hours,2023-08-02,False
AL1205,CL0018,Low_Stock,DRG013,High,Current stock 40 < Buffer 123,2021-02-02,True
AL1206,CL0008,Disease_Spike,DIS044,High,Cases increased 407% in 24 hours,2025-02-04,True
AL1207,CL0031,Low_Stock,DRG007,Critical,Current stock 7 < Buffer 61,2021-07-10,True
AL1208,CL0035,Disease_Spike,DIS035,High,Cases increased 322% in 48 hours,2023-08-01,True
AL1209,CL0049,Outbreak_Warning,DIS023,Critical,Geospatial cluster detected: 50 cases within 5km radius,2021-08-28,True
AL1210,CL0050,Disease_Spike,DIS024,High,Cases increased 468% in 72 hours,2024-08-07,True
AL1211,CL0028,Disease_Spike,DIS018,Critical,Cases increased 204% in 24 hours,2021-06-27,True
AL1212,CL0015,Disease_Spike,DIS035,High,Cases increased 325% in 48 hours,2025-07-11,True
AL1213,CL0046,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 48 cases within 5km radius,2022-06-09,True
AL1214,CL0030,Outbreak_Warning,DIS007,Medium,Geospatial cluster detected: 46 cases within 5km radius,2024-01-19,True
AL1215,CL0043,Low_Stock,DRG066,Medium,Current stock 49 < Buffer 81,2025-08-16,True
AL1216,CL0011,Disease_Spike,DIS050,Medium,Cases increased 419% in 72 hours,2024-07-15,True
AL1217,CL0028,Disease_Spike,DIS025,Critical,Cases increased 157% in 48 hours,2022-08-25,True
AL1218,CL0024,Disease_Spike,DIS018,Critical,Cases increased 351% in 72 hours,2021-01-09,True
AL1219,CL0020,Outbreak_Warning,DIS048,High,Geospatial cluster detected: 48 cases within 5km radius,2021-06-03,True
AL1220,CL0046,Outbreak_Warning,DIS031,Medium,Geospatial cluster detected: 10 cases within 5km radius,2024-06-13,True
AL1221,CL0031,Low_Stock,DRG025,High,Current stock 17 < Buffer 82,2023-12-17,False
AL1222,CL0039,Disease_Spike,DIS047,Medium,Cases increased 294% in 72 hours,2022-07-13,True
AL1223,CL0011,Disease_Spike,DIS027,Critical,Cases increased 258% in 48 hours,2024-12-12,True
AL1224,CL0007,Disease_Spike,DIS007,Medium,Cases increased 212% in 24 hours,2023-07-11,True
AL1225,CL0040,Disease_Spike,DIS025,High,Cases increased 286% in 72 hours,2022-06-05,True
AL1226,CL0037,Low_Stock,DRG034,Critical,Current stock 46 < Buffer 60,2023-02-14,False
AL1227,CL0040,Disease_Spike,DIS028,Medium,Cases increased 195% in 48 hours,2023-03-15,True
AL1228,CL0023,Outbreak_Warning,DIS037,High,Geospatial cluster detected: 30 cases within 5km radius,2023-02-16,True
AL1229,CL0038,Outbreak_Warning,DIS006,Critical,Geospatial cluster detected: 23 cases within 5km radius,2021-02-18,True
AL1230,CL0049,Outbreak_Warning,DIS037,High,Geospatial cluster detected: 38 cases within 5km radius,2024-08-08,True
AL1231,CL0044,Low_Stock,DRG097,High,Current stock 42 < Buffer 100,2023-06-07,True
AL1232,CL0005,Outbreak_Warning,DIS042,High,Geospatial cluster detected: 22 cases within 5km radius,2021-06-10,True
AL1233,CL0015,Outbreak_Warning,DIS028,Critical,Geospatial cluster detected: 19 cases within 5km radius,2022-06-19,True
AL1234,CL0023,Low_Stock,DRG086,High,Current stock 32 < Buffer 104,2023-01-15,True
AL1235,CL0002,Low_Stock,DRG008,Critical,Current stock 8 < Buffer 65,2022-01-13,True
AL1236,CL0010,Disease_Spike,DIS013,High,Cases increased 185% in 24 hours,2025-12-13,True
AL1237,CL0026,Outbreak_Warning,DIS007,Critical,Geospatial cluster detected: 40 cases within 5km radius,2023-12-28,True
AL1238,CL0026,Outbreak_Warning,DIS033,High,Geospatial cluster detected: 38 cases within 5km radius,2022-06-17,False
AL1239,CL0047,Low_Stock,DRG018,Critical,Current stock 46 < Buffer 77,2022-08-06,True
AL1240,CL0002,Outbreak_Warning,DIS044,Critical,Geospatial cluster detected: 19 cases within 5km radius,2022-07-08,True
AL1241,CL0043,Disease_Spike,DIS020,Medium,Cases increased 373% in 48 hours,2022-12-20,True
AL1242,CL0027,Low_Stock,DRG068,Critical,Current stock 11 < Buffer 129,2021-01-20,True
AL1243,CL0046,Disease_Spike,DIS022,Critical,Cases increased 217% in 72 hours,2022-07-12,True
AL1244,CL0010,Disease_Spike,DIS049,Medium,Cases increased 300% in 72 hours,2025-06-16,True
AL1245,CL0035,Low_Stock,DRG060,Medium,Current stock 39 < Buffer 149,2025-02-16,True
